r2_log,mae_log,rmse_log,mape_log,mae_orig,rmse_orig,mape_orig,Model
0.9995343089103699,0.012639379128813744,0.021910582387632594,11.650153994560242,2.154192051290287e-05,7.651187113244983e-05,152.93210026731515,SimpleNN
0.9995700716972351,0.010902993381023407,0.020620154028021104,9.829872101545334,1.010503280259835e-05,3.620969983871162e-05,145.76478216791133,SimpleNN
0.9996235370635986,0.011741104535758495,0.0192907313374386,6.175698712468147,1.6661246887911755e-05,6.473947443498849e-05,155.72405282757614,SimpleNN
0.9996198415756226,0.011259187012910843,0.019479690237162516,7.024240493774414,1.3207935765387113e-05,3.970933652983108e-05,136.4319569895879,SimpleNN
0.9996470212936401,0.010973425582051277,0.018727685799416444,7.195837050676346,1.2250004890496582e-05,4.4313433367794735e-05,145.91385326147807,SimpleNN
0.9996445178985596,0.011644013226032257,0.019005683165776048,12.197668850421906,9.128408234354756e-06,3.244655969861416e-05,169.01300706407804,SimpleNN
0.9996753334999084,0.011013700626790524,0.01800893328068882,11.968930810689926,1.0045523156026559e-05,3.6022264206675765e-05,135.94091254376215,SimpleNN
0.9996041059494019,0.01172584854066372,0.019934430472651025,6.794228404760361,1.2763743766043272e-05,5.150672129894122e-05,180.4843090412869,SimpleNN
0.9996042251586914,0.010958992876112461,0.019691416294367384,4.974754527211189,1.8844225058304266e-05,7.860838952988024e-05,133.26070045282256,SimpleNN
0.9995376467704773,0.011690680868923664,0.021506638668393897,8.372683823108673,9.7688048950031e-06,3.8477735059308e-05,156.00053779378297,SimpleNN
